2005,2,1,1000000
2005,2,2,1000716
2005,2,3,1002512
2005,2,4,1005052
2005,2,7,1005484
2005,2,8,1006000
2005,2,9,1010398
2005,2,10,1022473
2005,2,11,1026988
2005,2,14,1022301
2005,2,15,1024773
2005,2,16,1024401
2005,2,17,1022966
2005,2,18,1023894
2005,2,22,1023254
2005,2,23,1024374
2005,2,24,1027024
2005,2,25,1031052
2005,2,28,1031554
2005,3,1,1032481
2005,3,2,1033435
2005,3,3,1035240
2005,3,4,1037797
2005,3,7,1038941
2005,3,8,1038130
2005,3,9,1037328
2005,3,10,1037537
2005,3,11,1037788
2005,3,14,1038271
2005,3,15,1038366
2005,3,16,1038924
2005,3,17,1040206
2005,3,18,1040980
2005,3,21,1041347
2005,3,22,1041161
2005,3,23,1040549
2005,3,24,1040663
2005,3,28,1040845
2005,3,29,1040895
2005,3,30,1042245
2005,3,31,1043912
2005,4,1,1044830
2005,4,4,1049526
2005,4,5,1049504
2005,4,6,1050765
2005,4,7,1053284
2005,4,8,1052105
2005,4,11,1052149
2005,4,12,1053119
2005,4,13,1052075
2005,4,14,1051681
2005,4,15,1051448
2005,4,18,1052198
2005,4,19,1054920
2005,4,20,1054297
2005,4,21,1059298
2005,4,22,1060022
2005,4,25,1062820
2005,4,26,1061852
2005,4,27,1063883
2005,4,28,1062919
2005,4,29,1063817
2005,5,2,1073425
2005,5,3,1074484
2005,5,4,1082453
2005,5,5,1081919
2005,5,6,1083800
2005,5,9,1086212
2005,5,10,1085297
2005,5,11,1085916
2005,5,12,1085439
2005,5,13,1086416
2005,5,16,1089088
2005,5,17,1092731
2005,5,18,1098205
2005,5,19,1100045
2005,5,20,1100067
2005,5,23,1102449
2005,5,24,1103815
2005,5,25,1104442
2005,5,26,1111533
2005,5,27,1114863
2005,5,31,1112760
2005,6,1,1115654
2005,6,2,1118943
2005,6,3,1120023
2005,6,6,1120651
2005,6,7,1121459
2005,6,8,1120638
2005,6,9,1121997
2005,6,10,1122091
2005,6,13,1123051
2005,6,14,1125084
2005,6,15,1126772
2005,6,16,1129808
2005,6,17,1130723
2005,6,20,1131150
2005,6,21,1130102
2005,6,22,1130717
2005,6,23,1130496
2005,6,24,1130781
2005,6,27,1132053
2005,6,28,1134642
2005,6,29,1153151
2005,6,30,1151629
2005,7,1,1155705
2005,7,5,1164226
2005,7,6,1163540
2005,7,7,1167303
2005,7,8,1171768
2005,7,11,1175118
2005,7,12,1176257
2005,7,13,1175803
2005,7,14,1177688
2005,7,15,1178999
2005,7,18,1178723
2005,7,19,1182988
2005,7,20,1189477
2005,7,21,1189414
2005,7,22,1193665
2005,7,25,1192504
2005,7,26,1193875
2005,7,27,1199051
2005,7,28,1203131
2005,7,29,1202223
2005,8,1,1203402
2005,8,2,1205170
2005,8,3,1208743
2005,8,4,1208180
2005,8,5,1206911
2005,8,8,1206867
2005,8,9,1208200
2005,8,10,1209192
2005,8,11,1209981
2005,8,12,1210525
2005,8,15,1211966
2005,8,16,1211072
2005,8,17,1211521
2005,8,18,1211522
2005,8,19,1212174
2005,8,22,1212663
2005,8,23,1212884
2005,8,24,1213475
2005,8,25,1213721
2005,8,26,1213619
2005,8,29,1214508
2005,8,30,1216354
2005,8,31,1218994
2005,9,1,1222038
2005,9,2,1221289
2005,9,6,1224117
2005,9,7,1225166
2005,9,8,1225720
2005,9,9,1227733
2005,9,12,1229080
2005,9,13,1227779
2005,9,14,1228235
2005,9,15,1229247
2005,9,16,1231944
2005,9,19,1235088
2005,9,20,1234455
2005,9,21,1235599
2005,9,22,1235748
2005,9,23,1236671
2005,9,26,1238858
2005,9,27,1239809
2005,9,28,1241227
2005,9,29,1245560
2005,9,30,1248624
2005,10,3,1250510
2005,10,4,1249268
2005,10,5,1246995
2005,10,6,1247069
2005,10,7,1247712
2005,10,10,1247263
2005,10,11,1247775
2005,10,12,1246571
2005,10,13,1247772
2005,10,14,1251225
2005,10,17,1253001
2005,10,18,1251896
2005,10,19,1257934
2005,10,20,1257355
2005,10,21,1261000
2005,10,24,1269272
2005,10,25,1271814
2005,10,26,1273627
2005,10,27,1269408
2005,10,28,1275725
2005,10,31,1282220
2005,11,1,1285876
2005,11,2,1297555
2005,11,3,1306180
2005,11,4,1307128
2005,11,7,1309732
2005,11,8,1308944
2005,11,9,1311065
2005,11,10,1314324
2005,11,11,1315658
2005,11,14,1314907
2005,11,15,1316518
2005,11,16,1319058
2005,11,17,1323161
2005,11,18,1324846
2005,11,21,1329041
2005,11,22,1333665
2005,11,23,1334644
2005,11,25,1337051
2005,11,28,1335049
2005,11,29,1334716
2005,11,30,1335524
2005,12,1,1340002
2005,12,2,1341232
2005,12,5,1341498
2005,12,6,1344709
2005,12,7,1344963
2005,12,8,1347127
2005,12,9,1347169
2005,12,12,1348431
2005,12,13,1348977
2005,12,14,1349440
2005,12,15,1349105
2005,12,16,1350043
2005,12,19,1350185
2005,12,20,1350908
2005,12,21,1353642
2005,12,22,1357115
2005,12,23,1357948
2005,12,27,1357270
2005,12,28,1359167
2005,12,29,1360443
2005,12,30,1360693
2006,1,3,1365453
2006,1,4,1369925
2006,1,5,1371405
2006,1,6,1380204
2006,1,9,1382930
2006,1,10,1386655
2006,1,11,1390500
2006,1,12,1389383
2006,1,13,1390149
2006,1,17,1389613
2006,1,18,1389457
2006,1,19,1394551
2006,1,20,1396537
2006,1,23,1398320
2006,1,24,1403225
2006,1,25,1406356
2006,1,26,1415710
2006,1,27,1421650
2006,1,30,1424923
2006,1,31,1430047
2006,2,1,1430951
2006,2,2,1431056
2006,2,3,1430222
2006,2,6,1430447
2006,2,7,1430266
2006,2,8,1431448
2006,2,9,1434652
2006,2,10,1435508
2006,2,13,1437265
2006,2,14,1441895
2006,2,15,1446448
2006,2,16,1450523
2006,2,17,1450018
2006,2,21,1451783
2006,2,22,1453891
2006,2,23,1455645
2006,2,24,1457183
2006,2,27,1457447
2006,2,28,1454887
2006,3,1,1460784
2006,3,2,1463068
2006,3,3,1463444
2006,3,6,1461776
2006,3,7,1460459
2006,3,8,1460878
2006,3,9,1461831
2006,3,10,1463376
2006,3,13,1465285
2006,3,14,1470315
2006,3,15,1474530
2006,3,16,1475455
2006,3,17,1477620
2006,3,20,1476262
2006,3,21,1474610
2006,3,22,1476085
2006,3,23,1477432
2006,3,24,1479398
2006,3,27,1480506
2006,3,28,1480286
2006,3,29,1484856
2006,3,30,1485692
2006,3,31,1486182
2006,4,3,1486220
2006,4,4,1486788
2006,4,5,1492693
2006,4,6,1497424
2006,4,7,1497360
2006,4,10,1498195
2006,4,11,1497676
2006,4,12,1498248
2006,4,13,1498233
2006,4,17,1499391
2006,4,18,1509276
2006,4,19,1519973
2006,4,20,1519683
2006,4,21,1523041
2006,4,24,1521678
2006,4,25,1521585
2006,4,26,1523678
2006,4,27,1528060
2006,4,28,1534780
2006,5,1,1536144
2006,5,2,1540564
2006,5,3,1539539
2006,5,4,1542911
2006,5,5,1547277
2006,5,8,1549649
2006,5,9,1552746
2006,5,10,1554581
2006,5,11,1553895
2006,5,12,1550515
2006,5,15,1549399
2006,5,16,1549416
2006,5,17,1549277
2006,5,18,1549636
2006,5,19,1550763
2006,5,22,1550083
2006,5,23,1550585
2006,5,24,1551108
2006,5,25,1556495
2006,5,26,1558544
2006,5,30,1555099
2006,5,31,1559978
2006,6,1,1565657
2006,6,2,1566604
2006,6,5,1562533
2006,6,6,1561871
2006,6,7,1561489
2006,6,8,1561642
2006,6,9,1561726
2006,6,12,1561652
2006,6,13,1560993
2006,6,14,1565604
2006,6,15,1576945
2006,6,16,1577034
2006,6,19,1572519
2006,6,20,1572485
2006,6,21,1581107
2006,6,22,1580760
2006,6,23,1583206
2006,6,26,1584821
2006,6,27,1582724
2006,6,28,1585573
2006,6,29,1600174
2006,6,30,1603247
2006,7,3,1607754
2006,7,5,1602199
2006,7,6,1603852
2006,7,7,1601067
2006,7,10,1601272
2006,7,11,1601737
2006,7,12,1601841
2006,7,13,1601498
2006,7,14,1601808
2006,7,17,1602133
2006,7,18,1602851
2006,7,19,1607346
2006,7,20,1609913
2006,7,21,1610099
2006,7,24,1615395
2006,7,25,1620460
2006,7,26,1623383
2006,7,27,1624186
2006,7,28,1631254
2006,7,31,1638947
2006,8,1,1636696
2006,8,2,1642773
2006,8,3,1647259
2006,8,4,1648077
2006,8,7,1648626
2006,8,8,1647640
2006,8,9,1647320
2006,8,10,1650690
2006,8,11,1651755
2006,8,14,1653784
2006,8,15,1664066
2006,8,16,1674616
2006,8,17,1678495
2006,8,18,1679164
2006,8,21,1675652
2006,8,22,1676358
2006,8,23,1676109
2006,8,24,1676561
2006,8,25,1676589
2006,8,28,1677913
2006,8,29,1679465
2006,8,30,1680556
2006,8,31,1681224
2006,9,1,1682903
2006,9,5,1686127
2006,9,6,1683714
2006,9,7,1683368
2006,9,8,1684715
2006,9,11,1688255
2006,9,12,1696410
2006,9,13,1701739
2006,9,14,1702136
2006,9,15,1707085
2006,9,18,1707782
2006,9,19,1707334
2006,9,20,1708605
2006,9,21,1708631
2006,9,22,1708415
2006,9,25,1712943
2006,9,26,1715773
2006,9,27,1716620
2006,9,28,1717716
2006,9,29,1717835
2006,10,2,1716830
2006,10,3,1717361
2006,10,4,1721864
2006,10,5,1726625
2006,10,6,1725441
2006,10,9,1728499
2006,10,10,1730928
2006,10,11,1731550
2006,10,12,1736369
2006,10,13,1736787
2006,10,16,1739814
2006,10,17,1738795
2006,10,18,1738063
2006,10,19,1742831
2006,10,20,1743080
2006,10,23,1745151
2006,10,24,1746522
2006,10,25,1749927
2006,10,26,1755839
2006,10,27,1753147
2006,10,30,1752232
2006,10,31,1756150
2006,11,1,1755029
2006,11,2,1755514
2006,11,3,1755927
2006,11,6,1758762
2006,11,7,1761720
2006,11,8,1763873
2006,11,9,1764136
2006,11,10,1768075
2006,11,13,1770844
2006,11,14,1775110
2006,11,15,1778779
2006,11,16,1782296
2006,11,17,1783485
